Field ,Plot #,Row,Range,Ear Height 1,Flaf Leaf 1,Total Height1,Bottom internode1 ,Upper internode1,Ear Height2 ,Flaf Leaf2 ,Total Height2,Bottom internode2 ,Upper internode2,Person 
HYB-Hips ,6057,8,26,3.8,7.7,8.8,24.3,6,3.2,7,8.8,18.4,7,CU - KL
HYB-Hips ,6058,9,26,3.5,7.1,8.7,18.26,7,3.2,7.4,9,17.6,6,CU - KL
HYB-Hips ,6059,10,26,4.2,8,8.2,20.9,6,3.1,6.9,8.7,21.4,5,CU - KL
HYB-Hips ,6060,11,26,3.5,7.2,9.8,20.2,9,4.3,8.9,10.3,20,7,CU - KL
HYB-Hips ,6061,12,26,4.2,7.2,8.2,19.1,7,3.6,7.4,8.8,19.1,5,CU - KL
HYB-Hips ,6062,13,26,3.5,6.7,8.8,21.3,7,3.6,6.9,8.6,19.1,7,CU - KL
HYB-Hips ,6063,14,26,3.3,6.8,8,23,6,3,6.6,8.2,19.4,8,CU - KL
HYB-Hips ,6064,15,26,3,6.5,7.2,18.1,3,2.8,5.8,7.5,19.8,5,CU - KL
HYB-Hips ,6065,16,26,3.5,5.8,7.7,22.3,3,2.8,5.7,7,16.9,3,CU - KL
HYB-Hips ,6066,17,26,3.4,6.2,7.5,18.7,6,3.6,7.2,8.7,19.9,6,CU - KL
HYB-Hips ,6067,18,26,3.8,6.3,8.7,14.6,5,4.4,7,8.9,18.1,7,CU - KL
HYB-Hips ,6068,19,26,3,7.4,9.1,15.4,6,3.3,7,8.9,17.3,6,CU - KL
HYB-Hips ,6069,20,26,4.3,7.7,8.7,16.6,5,4.3,7.7,8.8,17.1,6,CU - KL
HYB-Hips ,6070,21,26,3.2,6.9,8.5,25.2,7,3.9,7.2,8.9,22.6,7,CU - KL
HYB-Hips ,6071,22,26,3.6,7.7,9.3,17.5,6,2.7,6.7,8,22.7,7,CU - KL
HYB-Hips ,6072,23,26,2.6,6.7,8.2,21.6,4,3,7,8.2,20.3,7,CU - KL
HYB-Hips ,6073,24,26,2.4,7.2,9,20.8,4,3.2,7.8,9.2,18.6,7,CU - KL
HYB-Hips ,6074,25,26,3.6,6.7,8,17.9,4,3,6.7,8.3,19.1,5,CU - KL
HYB-Hips ,6075,26,26,3.3,6.8,8.2,17.4,5,2.8,6.8,8.3,20.2,7,CU - KL
HYB-Hips ,6100,26,27,3.5,7,8.7,20.7,6,3,6.3,8,20.4,7,CU - KL
HYB-Hips ,6099,25,27,3.3,7.4,9.1,19,3,2.9,7.1,8.7,20.7,4,CU - KL
HYB-Hips ,6098,24,27,4,6.2,7.6,19.4,5,3.1,6,7.4,20.7,5,CU - KL
HYB-Hips ,6097,23,27,2.8,6.9,8.6,21.8,6,3.3,7.3,9.1,21.6,4,CU - KL
HYB-Hips ,6096,22,27,3.7,7.4,8.7,22.1,4,3,6.7,8.2,21.5,7,CU - KL
HYB-Hips ,6095,21,27,2.2,6.6,8.4,22,6,2,6.5,8.2,16.2,6,CU - KL
HYB-Hips ,6094,20,27,3,6.3,7.7,13.9,5,3.3,7.1,8.3,18.2,5,CU - KL
HYB-Hips ,6093,19,27,2.8,7.3,9.1,18,4,4,7.4,9.1,20.3,4,CU - KL
HYB-Hips ,6092,18,27,4.1,7.1,8.7,16.8,4,4,7.1,8.8,20.3,5,CU - KL
HYB-Hips ,6091,17,27,2.2,6.5,8.1,16.6,5,2.7,6.2,8.1,24.8,5,CU - KL
HYB-Hips ,6090,16,27,3.2,6.5,8.2,25.4,6,3,6.3,8.1,19.5,9,CU - KL
HYB-Hips ,6089,15,27,2.3,6.7,8.3,18.9,5,2.4,7,8.7,20.2,5,CU - KL
HYB-Hips ,6088,14,27,2.7,6.8,8.8,18.6,5,3,7.2,9,22.7,5,CU - KL
HYB-Hips ,6087,13,27,2.6,6,7.2,19.9,7,2.8,6.2,7.7,20.8,6,CU - KL
HYB-Hips ,6086,12,27,4.7,8.4,10.1,20.1,4,4.2,8,10.6,25.8,5,CU - KL
HYB-Hips ,6085,11,27,3.3,8,9.9,20.2,5,3.2,7.3,9.1,24,6,CU - KL
HYB-Hips ,6084,10,27,3.9,8,9.9,18.8,5,3.9,7.7,9.7,17.5,5,CU - KL
HYB-Hips ,6083,9,27,2.7,7.6,9.6,24.7,6,3.5,7.9,9.8,21.9,5,CU - KL
HYB-Hips ,6082,8,27,4,8.4,10.3,26.8,6,3.6,8.1,9.1,20.6,5,CU - KL
HYB-Hips ,6081,7,27,3.2,7.2,8.6,20.2,6,3.6,7.5,8.9,19.8,6,CU - KL
HYB-Hips ,6080,6,27,4.1,6.2,7.9,24.4,6,3.4,7.2,9.9,18.9,6,CU - KL
HYB-Hips ,6079,5,27,4.4,8.8,10.5,17.2,5,3.7,8.2,9.4,17.6,5,CU - KL
HYB-Hips ,6078,4,27,4.4,7.7,9.2,17.3,5,4.2,8,9.4,16.5,5,CU - KL
HYB-Hips ,6077,3,27,3,6.9,8.7,18.1,5,3.5,7,8.6,17,4,CU - KL
HYB-Hips ,6076,2,27,2.7,7,8.8,19,7,3.3,7,8.8,16.7,6,CU - KL
HYB-Hips ,6101,2,28,3,7.2,8.8,20.7,7,3.1,6.9,8.4,22.7,5,CU - KL
HYB-Hips ,6102,3,28,3,7,8.2,17.9,6,2.9,7.3,8.9,20.6,7,CU - KL
HYB-Hips ,6103,4,28,3.2,6.6,8.2,22.1,5,2.9,6.4,8.1,22.9,7,CU - KL
HYB-Hips ,6104,5,28,2.7,5.7,7,21,6,3,6.1,7.6,18.4,7,CU - KL
HYB-Hips ,6105,6,28,4,7.9,9.6,20.1,9,4.2,7.2,9,20.3,8,CU - KL
HYB-Hips ,6106,7,28,3,7,8.6,17.1,7,2.8,6.9,8.5,19.2,6,CU - KL
HYB-Hips ,6107,8,28,4.2,6.9,10,20.6,66,4,8,9.8,23.1,11,CU - KL
HYB-Hips ,6108,9,28,3.4,8,9.9,22,8,3.6,8,10,24,8,CU - KL
HYB-Hips ,6109,10,28,4,7.8,10,20,9,3.9,8.3,9.2,20.9,8,CU - KL
HYB-Hips ,6110,11,28,2.7,7.4,9,21,5,3.6,7.5,7.8,17.2,4,CU - KL
HYB-Hips ,6111,12,28,3.8,6.6,7.7,18.9,5,3,6.4,9.8,19.8,5,CU - KL
HYB-Hips ,6112,13,28,3.5,8.2,9.8,21.4,8,3,8,8.6,21.6,8,CU - KL
HYB-Hips ,6113,14,28,3,7,8.4,19.9,4,3,7.4,8.6,18.2,7,CU - KL
HYB-Hips ,6114,15,28,3.2,7,8.4,20.8,6,3,7,8.5,22.6,5,CU - KL
HYB-Hips ,6115,16,28,3,7.3,8.7,19.2,6,32.3,7.2,8.7,20.3,5,CU - KL
HYB-Hips ,6116,17,28,2.9,7.1,8.5,20.8,8,3,7.1,8.3,20.6,7,CU - KL
HYB-Hips ,6117,18,28,2.6,6.7,8.2,20.3,5,3,6.9,8.9,18.3,5,CU - KL
HYB-Hips ,6118,19,28,3.8,7.8,8.7,19.3,6,3.3,7.6,8.9,19.9,6,CU - KL
HYB-Hips ,6119,20,28,2.7,7,8.4,19.6,5,3,7.6,7.9,21.3,7,CU - KL
HYB-Hips ,6120,21,28,3.4,7.1,8.4,19.1,6,3.4,6.8,8.8,22,4,CU - KL
HYB-Hips ,6121,22,28,3.1,7.5,8.6,23.4,8,3.3,7.5,8.3,22.9,8,CU - KL
HYB-Hips ,6122,23,28,3,7.3,8.4,21.4,5,3.4,7,8.3,21,7,CU - KL
HYB-Hips ,6123,24,28,3.3,7.1,8.2,18.5,6,3.1,7.2,8.5,17.9,6,CU - KL
HYB-Hips ,6124,25,28,2.9,7,8.2,17.8,4,3.2,7.4,8.4,19.3,5,CU - KL
HYB-Hips ,6125,26,28,2.9,7.2,8.6,18.9,5,3,7,8.7,18.8,5,CU - KL
HYB-Hips ,6150,26,29,3.1,6.9,8.6,17.8,4,3,7,8.9,18.6,4,CU - KL
HYB-Hips ,6149,25,29,3.8,8,9.7,21.4,4,3,7.4,8.6,19.4,5,CU - KL
HYB-Hips ,6148,24,29,3,7.3,8.4,19.9,8,3,7.1,8.6,23.4,5,CU - KL
HYB-Hips ,6147,23,29,3,7.4,8.7,19.7,5,2.9,7.4,8.8,18.3,4,CU - KL
HYB-Hips ,6146,22,29,2.9,7.1,8.7,19.9,4,3,7.2,8.8,18.9,4,CU - KL
HYB-Hips ,6145,21,29,2.7,6.9,8.4,17.9,4,3.2,7.2,8.7,19.3,5,CU - KL
HYB-Hips ,6144,20,29,3.6,7.3,8.9,18,4,2.9,7,8.5,18.5,4,CU - KL
HYB-Hips ,6143,19,29,2.8,7.2,8.8,18.6,4,3.3,6.8,8.3,16.9,4,CU - KL
HYB-Hips ,6142,18,29,2.6,7.1,8.7,18.5,4,3,7,8.6,20.8,4,CU - KL
HYB-Hips ,6141,17,29,2.7,7,8.6,18,5,2.6,6.5,7.9,19.1,5,CU - KL
HYB-Hips ,6140,16,29,2.7,6.9,8.4,18.5,5,2.6,6.7,8.2,21.6,5,CU - KL
HYB-Hips ,6139,15,29,3,7.1,8.5,21.2,4,3.8,6.6,7.8,17,4,CU - KL
HYB-Hips ,6138,14,29,2.8,7.1,8.6,21.9,4,2.5,6.7,8.2,20.8,4,CU - KL
HYB-Hips ,6137,13,29,2.9,6.8,8.4,21.3,4,3.2,6.6,7.9,16,3,CU - KL
HYB-Hips ,6136,12,29,3.2,6.9,8.2,21.2,5,2.6,7,8.3,17.4,5,CU - KL
HYB-Hips ,6135,11,29,3,7.3,8.9,18.8,4,3.1,7,8.6,20.3,5,CU - KL
HYB-Hips ,6134,10,29,2.7,7.1,8.6,17.4,5,3.3,7.1,8.6,16.5,4,CU - KL
HYB-Hips ,6133,9,29,3.3,7.2,8.6,19.9,4,3.5,6.9,8.3,22.7,4,CU - KL
HYB-Hips ,6132,8,29,3.9,7.6,8.9,17.7,4,4,7,8.6,17,3,CU - KL
HYB-Hips ,6131,7,29,3,6.6,8.2,21,5,2.8,7,8.3,22.4,5,CU - KL
HYB-Hips ,6130,6,29,2.8,7.1,8.7,18.3,5,3.1,7,8.5,19,3,CU - KL
HYB-Hips ,6129,5,29,3.4,7,8.5,17.9,4,2.7,7,8.6,19.6,5,CU - KL
HYB-Hips ,6128,4,29,2.5,6.9,8.4,18.3,3,3,6.8,8.2,20.3,5,CU - KL
HYB-Hips ,6127,3,29,2.6,6.3,8,21.1,6,2.6,6.8,8.1,21.5,5,CU - KL
HYB-Hips ,6126,2,29,2.5,6.7,8.1,22,5,2.9,6.8,8.3,17.2,4,CU - KL
HYB-Hips ,6151,2,30,3,6.9,8.5,20,4,2.7,6,7.5,22,6,LL
HYB-Hips ,6152,3,30,2.8,6.6,8.1,14,3,3.3,7.5,9.3,20,4,LL
HYB-Hips ,6153,4,30,4,8.4,10.2,20,4,3.2,8.4,10.3,20,4,LL
HYB-Hips ,6154,5,30,2.6,6.9,8.7,19,4,2.7,6.5,8.2,18,5,LL
HYB-Hips ,6155,6,30,2.9,6.8,8.3,21,3,2.3,6.9,8.1,23,3,LL
HYB-Hips ,6156,7,30,3.1,7.1,9.1,22,5,3.4,7.6,9.2,16,3,LL
HYB-Hips ,6157,8,30,3.9,8,9.9,26,6,4.6,8.2,9.8,22,4,LL
HYB-Hips ,6158,9,30,4.6,8.3,10.2,19,4,3.6,8,9.9,18,5,LL
HYB-Hips ,6159,10,30,2.8,7.1,8.8,19.7,6,3,7.5,9,21.6,5,CU - KL
HYB-Hips ,6160,11,30,4.5,7,8.5,17.5,5,3,7.2,8.5,18.8,2,CU - KL
HYB-Hips ,6161,12,30,3.5,8,9.8,21.4,6,3.6,8,9.1,21.8,2,CU - KL
HYB-Hips ,6162,13,30,3.6,7.7,9.3,20.2,8,3.9,7.9,9.4,21.2,5,CU - KL
HYB-Hips ,6163,14,30,3.1,6,8,16.1,5,3.1,6.4,8.4,21.4,6,CU - KL
HYB-Hips ,6164,15,30,3.9,7.8,8.9,20.7,7,3.9,7.1,8.8,21,7,CU - KL
HYB-Hips ,6165,16,30,3.3,6.5,8.3,21.1,6,3.8,7,8.8,22.6,4,CU - KL
HYB-Hips ,6166,17,30,3.8,6.5,8.3,21.6,6,3.5,6.7,8.3,24,8,CU - KL
HYB-Hips ,6167,18,30,4.1,7.6,9,17.9,5,3.9,7.8,9.2,22.7,6,CU - KL
HYB-Hips ,6168,19,30,4,8.1,9.8,21.2,5,4.1,8.2,9.7,23.4,6,CU - KL
HYB-Hips ,6169,20,30,3.6,8.1,10,20,5,3.7,8,9.8,21.8,6,CU - KL
HYB-Hips ,6170,21,30,3,7.2,8.8,22,6,3,6.4,9,20,5.8,CU - KL
HYB-Hips ,6171,22,30,3.8,8.4,9.7,24.1,7,4,8.5,10.1,21,7.1,CU - KL
HYB-Hips ,6172,23,30,3.3,8,9.7,22.3,6,3.5,7.6,9.2,20.5,6.08,CU - KL
HYB-Hips ,6173,24,30,4.6,8.4,9.6,21.9,8,4.4,9.2,10.7,22.2,6.2,CU - KL
HYB-Hips ,6174,25,30,3.8,8,9.4,22.8,5,3.5,8.3,9.7,22.4,5.8,CU - KL
HYB-Hips ,6175,26,30,3,6.7,2.7,18.9,7,2.9,6.6,7.7,21.3,6.1,CU - KL
HYB-Hips ,6200,26,31,3.6,6.3,7.6,16.9,4,3.4,6.3,7.6,20.4,4.2,CU - KL
HYB-Hips ,6199,25,31,3,7,8.4,24.6,8,3.8,6.2,7.5,18.5,6.1,CU - KL
HYB-Hips ,6198,24,31,4.3,7.8,9.3,19.3,7,4.5,8,9.5,21,5.66,CU - KL
HYB-Hips ,6197,23,31,3.8,7.9,8.8,21.5,7,3.5,7.5,9.1,24,8.9,CU - KL
HYB-Hips ,6196,22,31,3.2,7.1,8.7,22,8,2.8,6.3,7.7,21.6,7.8,CU - KL
HYB-Hips ,6195,21,31,3.4,7.1,8.5,18.9,7,2.9,7.3,8.9,21,6.3,CU - KL
HYB-Hips ,6194,20,31,3.2,7.2,8.7,16.8,6,3.6,7.8,9.3,18.8,6.3,CU - KL
HYB-Hips ,6193,19,31,2.6,6.9,8.3,24,8,3.4,7.4,8.9,23.6,8.3,CU - KL
HYB-Hips ,6192,18,31,4.3,8,9.8,21.1,6,4.2,8,9.9,20.7,5,CU - KL
HYB-Hips ,6191,17,31,4.5,7.5,9,17.7,5,3.7,8.1,9.7,19.1,6.1,CU - KL
HYB-Hips ,6190,16,31,2.3,7,8.6,20.5,6,3.4,7.4,9.1,21.7,8.3,CU - KL
HYB-Hips ,6189,15,31,3.4,8.2,10.2,22.2,6,4,8.2,10.2,21.4,7.3,CU - KL
HYB-Hips ,6188,14,31,3,7.1,8.8,18,4,3.1,6.4,7.9,4,18,LL
HYB-Hips ,6187,13,31,4,7.5,9.5,29,8,4.7,8.1,9.7,22,4,LL
HYB-Hips ,6186,12,31,3.5,6.6,8.4,23,4,3,6.6,8.2,25,5,LL
HYB-Hips ,6185,11,31,2.5,7,8.9,23,6,3.1,7,8.6,16,4,LL
HYB-Hips ,6184,10,31,3.3,8,9.6,28,6,4.6,8.5,10.3,19,5,LL
HYB-Hips ,6183,9,31,3.8,6.7,8.1,18,4,3.5,6.3,7.8,16,4,LL
HYB-Hips ,6182,8,31,2.9,7,9,26,6,3.7,7.7,9.7,22,5,LL
HYB-Hips ,6181,7,31,3.4,7.3,9,20,4,3.7,7,8.6,16,3,LL
HYB-Hips ,6180,6,31,3,6.7,8.8,22,4,3,6.9,8.7,21,5,LL
HYB-Hips ,6179,5,31,2.7,6.7,8.8,20,5,3,7,8.7,18,8,LL
HYB-Hips ,6178,4,31,2.4,7,8.7,27,4,3,7,8.6,21,4,LL
HYB-Hips ,6177,3,31,2.7,6.1,7.8,25,5,2.7,6,8,17,5,LL
HYB-Hips ,6176,2,31,2.7,6.2,7.7,18,5,3,6.3,7.9,18,4,LL
HYB-Hips ,6201,2,32,3,7.7,9.5,19,8,3.2,7.6,9.2,22,5,LL
HYB-Hips ,6202,3,32,3.2,7.5,8.8,25,5,3.5,7.3,8.8,20,5,LL
HYB-Hips ,6203,4,32,4.3,8.5,10.3,26,7,4.7,7.2,9.6,15,5,LL
HYB-Hips ,6204,5,32,3.8,8.5,7.8,21,5,3.5,5.7,7.1,6,22,LL
HYB-Hips ,6205,6,32,3.3,6.8,8.4,27,5,2.8,6.8,8.4,23,2,LL
HYB-Hips ,6206,7,32,3.3,8.3,10.3,22,6,3,7.4,8.2,19,2,LL
HYB-Hips ,6207,8,32,4.1,7.4,9.2,24,5,3.7,6.9,8.9,24,2,LL
HYB-Hips ,6208,9,32,3.2,7.1,8.8,17,6,3.5,6.9,8.6,24,6,LL
HYB-Hips ,6209,10,32,3,6.4,7.9,12,4,3.7,6.7,8,4,17,LL
HYB-Hips ,6210,11,32,3.4,7,8.5,24,4,3,6.9,8.3,5,18,LL
HYB-Hips ,6211,12,32,3.2,7.4,9.7,24,6,3.5,7.2,9.2,20,4,LL
HYB-Hips ,6212,13,32,3,7,9,25,7,3.1,6.7,8.7,25,5,LL
HYB-Hips ,6213,14,32,3.8,6.3,8.2,15,6,3.5,7,8.8,23,4,LL
HYB-Hips ,6214,15,32,3.3,6.7,8.4,16,5,3.4,6.8,8.2,16,5,LL
HYB-Hips ,6215,16,32,3.5,6.3,9.1,23,5,3.3,7,9.2,18,6,LL
HYB-Hips ,6216,17,32,2.1,6,7.7,22,7,2.5,6,8,22,5,LL
HYB-Hips ,6217,18,32,3.7,6.4,8.7,21,5,2.7,6.7,8.5,24,5,LL
HYB-Hips ,6218,19,32,2.9,6.9,8.4,20,6,2.8,6.4,8.3,29,6,LL
HYB-Hips ,6219,20,32,4.7,8,9.5,18,6,3.3,7.4,9.1,13,5,LL
HYB-Hips ,6220,21,32,3.3,7.6,8.3,18,6,4,7.7,9.3,19,6,LL
HYB-Hips ,6221,22,32,3.6,7.4,8.9,15,5,3,8.2,9.8,23,6,LL
HYB-Hips ,6222,23,32,3.5,7,8.8,21,6,3.7,7.3,8.9,19,6,LL
HYB-Hips ,6223,24,32,3.5,7.7,9.3,17,4,2.6,7,8.7,19,6,LL
HYB-Hips ,6224,25,32,2.8,6.4,7.7,23,4,2.7,3,7.5,21,7,LL
HYB-Hips ,6225,26,32,2.9,6.1,7.7,27,7,3.2,6.5,8.5,27,4,LL
HYB-Hips ,6250,26,33,2.7,6.7,8.3,23,6,2.8,6.7,8.4,19,5,LL
HYB-Hips ,6249,25,33,3.3,6.9,8.3,18,6,3.2,7.1,8.5,20,7,LL
HYB-Hips ,6248,24,33,3.2,7,8.8,19,5,3.4,7,8.8,20,5,LL
HYB-Hips ,6247,23,33,3.4,7,8.8,22,6,3,7.3,8.8,21,7,LL
HYB-Hips ,6246,22,33,3.1,7,8.6,19,7,2.8,6.8,8.4,20,5,LL
HYB-Hips ,6245,21,33,3,7.3,9,23,6,3.2,7,8.9,21,7,LL
HYB-Hips ,6244,20,33,3,7,8.4,22,5,3.4,7.4,9.2,21,5,LL
HYB-Hips ,6243,19,33,3.4,7,8.5,15,5,3.2,6.7,8.1,19,6,LL
HYB-Hips ,6242,18,33,3.4,7.3,8.6,19,6,2.7,7.2,8.8,24,7,LL
HYB-Hips ,6241,17,33,3,6.8,8.6,17,6,2.6,6.8,8.4,20,5,LL
HYB-Hips ,6240,16,33,3.5,7.5,9.3,24,8,3.8,7.6,9.3,19,4,LL
HYB-Hips ,6239,15,33,3.2,7,8.7,18,6,3.3,6.8,8.4,20,4,LL
HYB-Hips ,6238,14,33,3.5,7,8.7,19,5,3,6.6,8,25,5,LL
HYB-Hips ,6237,13,33,3,7.1,8.9,25,7,3.2,7.7,9.2,19,5,LL
HYB-Hips ,6236,12,33,2.8,6.7,8.6,26,8,2.7,7,8.7,24,6,LL
HYB-Hips ,6235,11,33,3.1,6.7,8.8,20,7,3.4,7.1,8.9,20,5,LL
HYB-Hips ,6234,10,33,3.2,7.7,9.6,22,7,3,7.3,9.2,20,5,LL
HYB-Hips ,6233,9,33,2.6,7,8.8,24,7,2.4,7,8.9,20,7,LL
HYB-Hips ,6232,8,33,3,7,8.8,21,7,4.3,7.4,8.8,19,5,LL
HYB-Hips ,6231,7,33,3.2,7.2,9.2,24,7,2.8,6.8,6.9,19,9,LL
HYB-Hips ,6230,6,33,3.3,6.8,9.7,30,6,3.2,7.6,9.3,21,6,LL
HYB-Hips ,6229,5,33,3.7,7.8,9.7,24,6,4,7.8,9.4,7,23,LL
HYB-Hips ,6228,4,33,2.7,5.7,7,5,13,2.5,6.5,7.9,5,15,LL
HYB-Hips ,6227,3,33,3.8,6.7,8.3,14,5,3.2,5.7,7.7,14,7,LL
HYB-Hips ,6226,2,33,4,7.7,9.3,21,5,3.4,7.2,8.8,13,4,LL